Business Name,Area,Category,Google Maps URL,Address,Phone,Website,Rating,Review Count,Plus Code,Hours,Error
Vertex Corporate,Hitech City,real estate builders,https://www.google.com/maps/place/Vertex+Corporate/data=!4m7!3m6!1s0x3bcb93da7e125bef:0xfc44e6b5d2e9a885!8m2!3d17.4561171!4d78.3757135!16s%2Fg%2F1q5bmr3d1!19sChIJ71sSftqTyzsRhajp0rXmRPw?authuser=0&hl=en&rclk=1,"4th Floor, Plot No. 8 & 9, opposite HITEX Entrance, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081",,,4.1,260,"F94G+C7 Hyderabad, Telangana",· Opens 9:30 am Wed; Tuesday 9:30 am–6:30 pm; Wednesday 9:30 am–6:30 pm; Thursday 9:30 am–6:30 pm; Friday 9:30 am–6:30 pm; Saturday 9:30 am–6:30 pm; Monday 9:30 am–6:30 pm,
MAHIDHARA PROJECTS PVT LTD,Hitech City,real estate builders,https://www.google.com/maps/place/MAHIDHARA+PROJECTS+PVT+LTD/data=!4m7!3m6!1s0x3bcb9126baa0e9bb:0xf64e697dfaf05cc5!8m2!3d17.4658173!4d78.3771701!16s%2Fg%2F11h1938h58!19sChIJu-mguiaRyzsRxVzw-n1pTvY?authuser=0&hl=en&rclk=1,"H No, 2-40, Plot No, 11, Hitex Road, Shilpa Layout, Weaker Section Colony, Izzathnagar, HITEC City, Khanammet, Hyderabad, Telangana 500081",,,3.8,120,"F98G+8V Hyderabad, Telangana",· Opens 9:30 am Wed; Tuesday 9:30 am–6 pm; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Saturday 9:30 am–6 pm; Monday 9:30 am–6 pm,
SVS Projects Pvt. Ltd.,Hitech City,real estate builders,https://www.google.com/maps/place/SVS+Projects+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb93e0280fc7d9:0x2810a6a5747d6b28!8m2!3d17.4479668!4d78.3794575!16s%2Fg%2F1tfxf3_g!19sChIJ2ccPKOCTyzsRKGt9dKWmECg?authuser=0&hl=en&rclk=1,"Patrika Nagar Rd Number 2, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081",,,4.1,108,"C9XH+5Q Hyderabad, Telangana",· Opens 9:30 am Wed; Tuesday 9:30 am–6 pm; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Saturday 9:30 am–5 pm; Monday 9:30 am–6 pm,
Builtiful Homes and Buildings,Hitech City,real estate builders,https://www.google.com/maps/place/Builtiful+Homes+and+Buildings/data=!4m7!3m6!1s0x3bcb913e67f54797:0xc97c476151f40bd7!8m2!3d17.4330481!4d78.3846987!16s%2Fg%2F11pb8_wfkm!19sChIJl0f1Zz6RyzsR1wv0UWFHfMk?authuser=0&hl=en&rclk=1,"5th Floor, Tower 100, near ITC Kohenur, Silpa Gram Craft Village, HITEC City, Hyderabad, Telangana 500032",085559 77058,,4.8,12,"C9MM+6V Hyderabad, Telangana",,
Makuta Developers and Infrastructures Pvt. Ltd.,Hitech City,real estate builders,https://www.google.com/maps/place/Makuta+Developers+and+Infrastructures+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb93c4e2419bf1:0xe18cd8e80354b5aa!8m2!3d17.4389531!4d78.3791869!16s%2Fg%2F11qpk963tt!19sChIJ8ZtB4sSTyzsRqrVUA-jYjOE?authuser=0&hl=en&rclk=1,"Pillar no. 11, CFC- 4, Will Exchange, Inorbit Mall Rd, beside JVP Building, Mind Space, Madhapur, Hyderabad, Telangana 500081",081214 14848,,4.4,63,"C9QH+HM Hyderabad, Telangana",· Opens 10:30 am Wed; Tuesday 10:30 am–8 pm; Wednesday 10:30 am–8 pm; Thursday 10:30 am–8 pm; Friday 10:30 am–8 pm; Saturday 10:30 am–8 pm,
Awfis HiTech City,Hitech City,offices,https://www.google.com/maps/place/Awfis+HiTech+City/data=!4m7!3m6!1s0x3bcb93c48fece39b:0xd1bd8442e221291a!8m2!3d17.4510945!4d78.3706031!16s%2Fg%2F11g9qljg9q!19sChIJm-Psj8STyzsRGikh4kKEvdE?authuser=0&hl=en&rclk=1,"Level 1, 4 and 6, N-Heights, Plot No 38, Phase 2, Gachibowli, Hyderabad, Telangana 500081",,,4.3,671,"F92C+C6 Hyderabad, Telangana",,
Dwaraka Pride -The Headquarters Coworking Space in Hyderabad,Hitech City,offices,https://www.google.com/maps/place/Dwaraka+Pride+-The+Headquarters+Coworking+Space+in+Hyderabad/data=!4m7!3m6!1s0x3bcb91e182b67081:0x5a8c3fca53ad932b!8m2!3d17.4449101!4d78.3854539!16s%2Fg%2F11t8d7hkl_!19sChIJgXC2guGRyzsRK5OtU8o_jFo?authuser=0&hl=en&rclk=1,"Plot No. 4/1, Survey No. 64, Huda Techno Enclave, Madhapur, HITEC City, Hyderabad, Telangana 500081",083411 01738,,4.4,91,"C9VP+X5 Hyderabad, Telangana",· Opens 9:30 am Wed,
Melange Tower,Hitech City,offices,https://www.google.com/maps/place/Melange+Tower/data=!4m7!3m6!1s0x3bcb93e00f5c5ab7:0x64cd5411c783d6d!8m2!3d17.4449121!4d78.3837676!16s%2Fg%2F1232kxhz9!19sChIJt1pcD-CTyzsRbT14HEHVTAY?authuser=0&hl=en&rclk=1,"Sy No.80 to 84, Huda Techno Enclave Rd, near Ratnadeep Supermarket, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",,,4.1,"3,603","C9VM+XG Madhapur, Hyderabad, Telangana",· Opens 9:45 am Wed,
"Workafella Cyber Crown, HiTech City - Coworking Space in Hyderabad",Hitech City,offices,"https://www.google.com/maps/place/Workafella+Cyber+Crown,+HiTech+City+-+Coworking+Space+in+Hyderabad/data=!4m7!3m6!1s0x3bcb93425bd57ac5:0xae50b5c9700f472d!8m2!3d17.4452489!4d78.3775773!16s%2Fg%2F11h09w9mx8!19sChIJxXrVW0KTyzsRLUcPcMm1UK4?authuser=0&hl=en&rclk=1","Cyber Crown, Sec-II Village, HUDA Techno Enclave, Madhapur, Hyderabad, Telangana 500081",,,4.2,340,"C9WH+32 Madhapur, Hyderabad, Telangana",,
Spacelance Hyderabad,Hitech City,offices,https://www.google.com/maps/place/Spacelance+Hyderabad/data=!4m7!3m6!1s0x3bcb915246c9369d:0x9c459daba56ca89a!8m2!3d17.4451189!4d78.3857749!16s%2Fg%2F11pcprd9y8!19sChIJnTbJRlKRyzsRmqhspaudRZw?authuser=0&hl=en&rclk=1,"2nd Floor, SBR CV Towers, 203, Madhapur, Hyderabad, Telangana 500081",088860 99100,,4.9,121,"C9WP+28 Hyderabad, Telangana",,
Dell International Services India Pvt. Ltd.,Hitech City,offices,https://www.google.com/maps/place/Dell+International+Services+India+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb93ddedcbbfd5:0xd70da8bf16b3f154!8m2!3d17.447296!4d78.3744399!16s%2Fg%2F1v_n9znp!19sChIJ1b_L7d2TyzsRVPGzFr-oDdc?authuser=0&hl=en&rclk=1,"CYBER GATEWAY, Hitech City Main Rd, Phase 2, HITEC City, Hyderabad, Telangana 500081",,,4.5,"1,977","C9WF+WQ Hyderabad, Telangana",,
Cyber Gateway,Hitech City,offices,https://www.google.com/maps/place/Cyber+Gateway/data=!4m7!3m6!1s0x3bcb93dd0ed9f445:0x6b0709ba277761bc!8m2!3d17.4466266!4d78.3767968!16s%2Fg%2F1yh9vkx1s!19sChIJRfTZDt2TyzsRvGF3J7oJB2s?authuser=0&hl=en&rclk=1,"Shop No 1, Ground Floor, Plot NO 10, Cyber Gateway Rd, Phase 2, HITEC City, Hyderabad, Telangana 500081",070324 70682,,4.4,739,"C9WG+MP Hyderabad, Telangana",· Opens 9:30 am Wed; · Opens 9:30 am Wed,
office space for sale at hyderabad,Hitech City,offices,https://www.google.com/maps/place/office+space+for+sale+at+hyderabad/data=!4m7!3m6!1s0x3bcb93891bcd50ed:0x5f867ca487988db2!8m2!3d17.4434646!4d78.3771953!16s%2Fg%2F11fqb1pzp5!19sChIJ7VDNG4mTyzsRso2Yh6R8hl8?authuser=0&hl=en&rclk=1,"Phase 2, HITEC City, Hyderabad, Telangana 500081",086392 17185,,4.0,9,"C9VG+9V Hyderabad, Telangana",,
"Workafella Western Pearl, Hitech City - Coworking Space in Hyderabad",Hitech City,offices,"https://www.google.com/maps/place/Workafella+Western+Pearl,+Hitech+City+-+Coworking+Space+in+Hyderabad/data=!4m7!3m6!1s0x3bcb93fd30e5bd7b:0x21ebb19747807b0a!8m2!3d17.4580639!4d78.37329!16s%2Fg%2F11rkd03rsq!19sChIJe73lMP2TyzsRCnuAR5ex6yE?authuser=0&hl=en&rclk=1","1st Floor, Western Pearl, Hitech City Rd, Kondapur, Hyderabad, Telangana 500084",,,4.4,"1,031","F95F+68 Hyderabad, Telangana",· 11:30 pm · Opens 8 am Wed; · 11:30 pm · Opens 12 pm Wed,
"Pinakin Spaces – Premium Coworking Space in Hitech City, Hyderabad",Hitech City,offices,"https://www.google.com/maps/place/Pinakin+Spaces+%E2%80%93+Premium+Coworking+Space+in+Hitech+City,+Hyderabad/data=!4m7!3m6!1s0x3bcb933b897612ab:0x973cc7c859332dae!8m2!3d17.441356!4d78.375718!16s%2Fg%2F11vs4pmlzy!19sChIJqxJ2iTuTyzsRri0zWcjHPJc?authuser=0&hl=en&rclk=1","opposite IKEA, Plot No.18/2, Sector-III, HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081",091213 25674,,4.7,29,"C9RG+G7 Hyderabad, Telangana",,
Cyber Towers - HITEC City,Hitech City,offices,https://www.google.com/maps/place/Cyber+Towers+-+HITEC+City/data=!4m7!3m6!1s0x3bcb930036e02df5:0xafd92e6778539645!8m2!3d17.4503676!4d78.3810454!16s%2Fg%2F11xdl26znk!19sChIJ9S3gNgCTyzsRRZZTeGcu2a8?authuser=0&hl=en&rclk=1,"Hitech City Rd, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",,,4.6,256,"F92J+4C Hyderabad, Telangana",· Closes 3:30 am,
91Springboard - Hitech Madhapur,Hitech City,offices,https://www.google.com/maps/place/91Springboard+-+Hitech+Madhapur/data=!4m7!3m6!1s0x3bcb93da8c1e7057:0x704b969717cc250d!8m2!3d17.4554642!4d78.3753272!16s%2Fg%2F11gf5zgpc0!19sChIJV3AejNqTyzsRDSXMF5eWS3A?authuser=0&hl=en&rclk=1,"71, Hitech, Madhapur Road, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081",095975 19191,,4.4,997,"F94G+54 Hyderabad, Telangana",· Opens 9:30 am Wed,
Ananth Technologies,Hitech City,offices,https://www.google.com/maps/place/Ananth+Technologies/data=!4m7!3m6!1s0x3bcb93c4a185962f:0x3615de1bde664943!8m2!3d17.4505945!4d78.3716011!16s%2Fg%2F1tgllby_!19sChIJL5aFocSTyzsRQ0lm3hveFTY?authuser=0&hl=en&rclk=1,"ANANTH TECHNOLOGIES 39, Ananth Infopark, Phase-II Hitech City, Madhapur, Hyderabad, Telangana 500081",,,4.2,"1,365","F92C+6J Hyderabad, Telangana",· Opens 9:30 am Wed; Tuesday 9:30 am–6 pm; Wednesday 9:30 am–6 pm; Thursday 9:30 am–6 pm; Friday 9:30 am–6 pm; Saturday 9:30 am–6 pm; Monday 9:30 am–6 pm,
Office,Hitech City,offices,https://www.google.com/maps/place/Office/data=!4m7!3m6!1s0x3bcb936dbdfe11a7:0xc0c3afed3b6a163c!8m2!3d17.4483353!4d78.3753476!16s%2Fg%2F11sx3tnl0z!19sChIJpxH-vW2TyzsRPBZqO-2vw8A?authuser=0&hl=en&rclk=1,"6th, Block B, Hitech Avenue, Phase 2, HITEC City, Hyderabad, Telangana 500081",,,5.0,2,"C9XG+84 Hyderabad, Telangana",,
Oracle India Private Limited,Hitech City,offices,https://www.google.com/maps/place/Oracle+India+Private+Limited/data=!4m7!3m6!1s0x3bcb93da3930c383:0x480a19ffb7bea0d!8m2!3d17.4545751!4d78.3772252!16s%2Fg%2F11dfjytl7_!19sChIJg8MwOdqTyzsRDep7-5-hgAQ?authuser=0&hl=en&rclk=1,"Salarpuria Cyber Park, Plot no 67, Hitech City Rd, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081",,,4.6,866,"F93G+RV Hyderabad, Telangana",,
Krishe Sapphire,Hitech City,offices,https://www.google.com/maps/place/Krishe+Sapphire/data=!4m7!3m6!1s0x3bcb915efe35c8d9:0xe73625a226ee0c02!8m2!3d17.442492!4d78.3874991!16s%2Fg%2F11b6_t2jss!19sChIJ2cg1_l6RyzsRAgzuJqIlNuc?authuser=0&hl=en&rclk=1,"Hitech City Rd, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",,,4.1,"5,068","C9RP+XX Hyderabad, Telangana",· Opens 8:30 am Wed,
Google Omega C,Hitech City,offices,https://www.google.com/maps/place/Google+Omega+C/data=!4m7!3m6!1s0x3bcb93d031e5d109:0x37a53551c8aaddef!8m2!3d17.4590063!4d78.3738572!16s%2Fg%2F11b7lmp12h!19sChIJCdHlMdCTyzsR792qyFE1pTc?authuser=0&hl=en&rclk=1,"4th Floor, Omega-C Block Divyasree Building, Hitech City Rd, Hyderabad, Telangana 500032",,,4.6,780,"F95F+JG Hyderabad, Telangana",,
Dell office Circle,Hitech City,offices,https://www.google.com/maps/place/Dell+office+Circle/data=!4m7!3m6!1s0x3bcb93dd1e1ef4a3:0x4a176d7075e2f069!8m2!3d17.4479972!4d78.3743523!16s%2Fg%2F11by_mp13m!19sChIJo_QeHt2TyzsRafDidXBtF0o?authuser=0&hl=en&rclk=1,"C9XF+5PX, Phase 2, HITEC City, Hyderabad, Telangana 500081",,,4.3,461,"C9XF+5PX, Phase 2, HITEC City, Hyderabad, Telangana 500081",,
Foundever,Hitech City,offices,https://www.google.com/maps/place/Foundever/data=!4m7!3m6!1s0x3bcb93dd84eaaaab:0xc8961e96f2ba764d!8m2!3d17.4452699!4d78.3765207!16s%2Fg%2F11cnb3zf6k!19sChIJq6rqhN2TyzsRTXa68pYelsg?authuser=0&hl=en&rclk=1,"Cyber Pearl, B Block,Unit II, 2nd Floor, HITEC City, Telangana 500081",,https://jobs.foundever.com,3.8,763,"C9WG+4J HITEC City, Hyderabad, Telangana",,
Dwaraka Signature - SR Edu Technologies pvt ltd,Hitech City,offices,https://www.google.com/maps/place/Dwaraka+Signature+-+SR+Edu+Technologies+pvt+ltd/data=!4m7!3m6!1s0x3bcb91bcd8b1c7a1:0x1418a8f8ad735f98!8m2!3d17.4490513!4d78.3876008!16s%2Fg%2F11ghg_3ntt!19sChIJocex2LyRyzsRmF9zrfioGBQ?authuser=0&hl=en&rclk=1,"HITEC City, plot no 14d 1, Jai Hind Gandhi Rd, Madhapur, Hyderabad, Telangana 500081",097048 67323,,4.1,43,"C9XQ+J2 Hyderabad, Telangana",,
Dwaraka Heights - Fully Furnished Office Space,Hitech City,offices,https://www.google.com/maps/place/Dwaraka+Heights+-+Fully+Furnished+Office+Space/data=!4m7!3m6!1s0x3bcb93d078cce67d:0xe481b5fa63047c3f!8m2!3d17.456678!4d78.37531!16s%2Fg%2F11cn6j4bhw!19sChIJfebMeNCTyzsRP3wEY_q1geQ?authuser=0&hl=en&rclk=1,"5th Floor, Dwaraka Heights, Jubilee Heights, 1st floor, Dwaraka heights, plot no. 17, Jubilee Enclave, Madhapur, Hitech city,, Plot No. 17, Kondapur, Jubilee Enclave, HITEC City, Hyderabad, Telangana 500081",097049 83995,,4.1,80,"F94G+M4 Hyderabad, Telangana",,
Unispace,Hitech City,offices,https://www.google.com/maps/place/Unispace/data=!4m7!3m6!1s0x3bcb93de12bf65e9:0x7f8dc44002a51dc6!8m2!3d17.4477587!4d78.3811919!16s%2Fg%2F11f2b0srg6!19sChIJ6WW_Et6TyzsRxh2lAkDEjX8?authuser=0&hl=en&rclk=1,"4 & 5th Floor Plot no. 47,48,49 Street no. 1, Street Number 2, Patrika Nagar, Madhapur, Telangana 500081",091000 80011,,4.2,26,"C9XJ+4F Madhapur, Hyderabad, Telangana",,
Divyasree Trinity,Hitech City,offices,https://www.google.com/maps/place/Divyasree+Trinity/data=!4m7!3m6!1s0x3bcb93ddadd565cd:0x6b890764a1a498cb!8m2!3d17.4438812!4d78.3744598!16s%2Fg%2F11g81fpk02!19sChIJzWXVrd2TyzsRy5ikoWQHiWs?authuser=0&hl=en&rclk=1,"Plot No 5 & 6, Hitech City Rd, Phase 2, Madhapur, Hyderabad, Telangana 500081",,,4.4,885,"C9VF+HQ Hyderabad, Telangana",,
iSprout Purva Summit,Hitech City,offices,https://www.google.com/maps/place/iSprout+Purva+Summit/data=!4m7!3m6!1s0x3bcb9324896e1bf1:0x4da62a4e3abca990!8m2!3d17.4537077!4d78.370597!16s%2Fg%2F11gl1_mk27!19sChIJ8RtuiSSTyzsRkKm8Ok4qpk0?authuser=0&hl=en&rclk=1,"2nd Floor, Purva Summit, White Field Rd, Kondapur, HITEC City, Telangana 500084",084649 99920,,4.6,104,"F93C+F6 HITEC City, Hyderabad, Telangana",· Opens 9:30 am Wed,
Raheja Mindspace Building 12c,Hitech City,offices,https://www.google.com/maps/place/Raheja+Mindspace+Building+12c/data=!4m7!3m6!1s0x3bcb91588cf3a1e7:0x11e29cf2ac26e092!8m2!3d17.4366634!4d78.3858741!16s%2Fg%2F11dx93qxps!19sChIJ56HzjFiRyzsRkuAmrPKc4hE?authuser=0&hl=en&rclk=1,"C9PP+M89, Inorbit Mall Rd, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",,,4.4,"1,756","C9PP+M89, Inorbit Mall Rd, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",,
First Office Co-working,Hitech City,offices,https://www.google.com/maps/place/First+Office+Co-working/data=!4m7!3m6!1s0x3bcb91606066d5ab:0x2dc0cdc6ebadff27!8m2!3d17.4455332!4d78.3863601!16s%2Fg%2F11dz56j5c6!19sChIJq9VmYGCRyzsRJ_-t68bNwC0?authuser=0&hl=en&rclk=1,"4th Floor, Capital Pk Rd, Arunodaya Colony, Silicon Valley, Madhapur, Hyderabad, Telangana 500081",091820 31501,,4.8,141,"C9WP+6G Hyderabad, Telangana",,
The Headquarters Fountainhead - Best Serviced Office Space Near Madhapur,Hitech City,offices,https://www.google.com/maps/place/The+Headquarters+Fountainhead+-+Best+Serviced+Office+Space+Near+Madhapur/data=!4m7!3m6!1s0x3bcb93255d79ca8d:0x9da508326e148cb!8m2!3d17.4439247!4d78.3830691!16s%2Fg%2F11s61c1xj4!19sChIJjcp5XSWTyzsRy0jhJoNQ2gk?authuser=0&hl=en&rclk=1,"301 - 304, 3rd Floor, Gowra Fountainhead Near Raheja mindspace, Patrika nagar, Madhapaur, HITEC City, Hyderabad, Telangana 500081",089776 27323,,4.8,12,"C9VM+H6 Hyderabad, Telangana",,
Cognizant H4 Building,Hitech City,offices,https://www.google.com/maps/place/Cognizant+H4+Building/data=!4m7!3m6!1s0x3bcb93ee87aabe3b:0x55969a55f74c470e!8m2!3d17.445883!4d78.3707132!16s%2Fg%2F11ghvf6pmy!19sChIJO76qh-6TyzsRDkdM91WallU?authuser=0&hl=en&rclk=1,"Avance Business Hub, An Ascendas It Park H-01a, H04, Phase 2, HITEC City, Hyderabad, Telangana 500081",,,4.2,420,"C9WC+97 Hyderabad, Telangana",,
Mandi Bistro Madhapur,Madhapur,restaurants,https://www.google.com/maps/place/Mandi+Bistro+Madhapur/data=!4m7!3m6!1s0x3bcb918ea64b27ff:0xfecae91bef95b8c0!8m2!3d17.4444634!4d78.3870015!16s%2Fg%2F11k9d6yncy!19sChIJ_ydLpo6RyzsRwLiV7xvpyv4?authuser=0&hl=en&rclk=1,"Survey No 76, 1st Floor, Unit no: 102, Premier Building, Plot no 35, 36, 41 42, Madhapur, Hyderabad, Telangana 500081",070326 42178,,4.7,"8,329","C9VP+QR Hyderabad, Telangana",,
"Flechazo GOLD, Madhapur",Madhapur,restaurants,"https://www.google.com/maps/place/Flechazo+GOLD,+Madhapur/data=!4m7!3m6!1s0x3bcb91601e0abb5b:0xdc8752482a354b4!8m2!3d17.4464319!4d78.3843075!16s%2Fg%2F11fy4l4126!19sChIJW7sKHmCRyzsRtFSjgiR1yA0?authuser=0&hl=en&rclk=1","2nd Floor, above Mangatrai Jewellers, Sector 1, HUDA Techno Enclave, Madhapur, Hyderabad, Telangana 500081",072888 75777,,4.1,"32,764","C9WM+HP Hyderabad, Telangana",,
Palamuru Grill,Madhapur,restaurants,https://www.google.com/maps/place/Palamuru+Grill/data=!4m7!3m6!1s0x3bcb91620e6ba0cb:0xedf928f8dbb9338e!8m2!3d17.4522176!4d78.3848099!16s%2Fg%2F1hjgjlvvj!19sChIJy6BrDmKRyzsRjjO52_go-e0?authuser=0&hl=en&rclk=1,"100 Feet Rd, opposite Meridian School, Ayyappa society, Silicon Valley, Madhapur, Hyderabad, Telangana 500081",087129 90029,,4.2,"26,364","F92M+VW Hyderabad, Telangana",· Opens 11:45 am Wed; Tuesday 11:45 am–11 pm; Wednesday 11:45 am–11 pm; Thursday 11:45 am–11 pm; Friday 11:45 am–11 pm; Saturday 11:45 am–11 pm; Sunday 11:45 am–11 pm; Monday 11:45 am–11 pm,
Taaza Kitchen,Madhapur,restaurants,https://www.google.com/maps/place/Taaza+Kitchen/data=!4m7!3m6!1s0x3bcb91f08e54eb3f:0x3128d84171b9c1a0!8m2!3d17.4523845!4d78.3914379!16s%2Fg%2F11fm25gyg5!19sChIJP-tUjvCRyzsRoMG5cUHYKDE?authuser=0&hl=en&rclk=1,"Plot: 497, 100 Feet Rd, Ayyappa Society, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",090148 16341,,4.4,"25,164","F92R+XH Hyderabad, Telangana",· Closes 9:30 am Wed,
Namastae -The Indian Kitchen,Madhapur,restaurants,https://www.google.com/maps/place/Namastae+-The+Indian+Kitchen/data=!4m7!3m6!1s0x3bcb916f9e361e43:0x49ba134092073721!8m2!3d17.4528877!4d78.3914162!16s%2Fg%2F11whfhvtgw!19sChIJQx42nm-RyzsRITcHkkATukk?authuser=0&hl=en&rclk=1,"Survey no 11, Plot no 501, 100 Feet Rd, adjacent to YSR Statue, Ayyappa Society, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",094408 35352,,4.8,"1,176","F93R+5H Hyderabad, Telangana",Tuesday 7–10:30 am; 12–3:30 pm; 7–10:30 pm; Wednesday 7–10:30 am; 12–3:30 pm; 7–10:30 pm; Thursday 7–10:30 am; 12–3:30 pm; 7–10:30 pm; Friday 7–10:30 am; 12–3:30 pm; 7–10:30 pm; Saturday 7–10:30 am; 12–3:30 pm,
PUNJABI AFFAIR,Madhapur,restaurants,https://www.google.com/maps/place/PUNJABI+AFFAIR/data=!4m7!3m6!1s0x3bcb915e586c1c25:0xc7d6b0942cc20b81!8m2!3d17.4425675!4d78.3880125!16s%2Fg%2F124ssc4m8!19sChIJJRxsWF6RyzsRgQvCLJSw1sc?authuser=0&hl=en&rclk=1,"1-10/4/B, oyster uptown building, metro pillar number 1749 Durgam cheruvu metro, station, Opp: Krishe Sapphire 1-10/4, 1-10/4/A, HITEC City, Hyderabad, Telangana 500081",090325 15133,,4.2,"9,406","C9VQ+26 Hyderabad, Telangana",· 12 am · Opens 11:30 am Wed; Tuesday 11:30 am–4:30 pm; 6:30 pm–12 am; Wednesday 11:30 am–4:30 pm; 6:30 pm–12 am; Thursday 11:30 am–4:30 pm; 6:30 pm–12 am; Friday 11:30 am–4:30 pm; 6:30 pm–12 am; Saturday 11:30 am–4:30 pm; 6:30 pm–12 am; Sunday 11:30 am–4:30 pm; 6:30 pm–12 am; Monday 11:30 am–4:30 pm,
Girlfriend Mandi,Madhapur,restaurants,https://www.google.com/maps/place/Girlfriend+Mandi/data=!4m7!3m6!1s0x3bcb910e15b90c5b:0x3999de64208e1f3e!8m2!3d17.4434735!4d78.3876311!16s%2Fg%2F11j8vr_b76!19sChIJWwy5FQ6RyzsRPh-OIGTemTk?authuser=0&hl=en&rclk=1,"High Tech High Tech, H No 1-98/16/8, Hitech City Main Rd, Sri Sai Nagar, Madhapur, Madapur, Hyderabad, Telangana 500081",074480 74481,,4.7,"50,120","C9VQ+93 Madhapur, Hyderabad, Telangana",,
Kaya Restaurant,Madhapur,restaurants,https://www.google.com/maps/place/Kaya+Restaurant/data=!4m7!3m6!1s0x3bcb9107814ed2e1:0x2d54122331d341be!8m2!3d17.4558862!4d78.3851498!16s%2Fg%2F11yv3pm1fc!19sChIJ4dJOgQeRyzsRvkHTMSMSVC0?authuser=0&hl=en&rclk=1,"Plot 88, near Game Point, Siddhi Vinayak Nagar, Madhapur, Hyderabad, Telangana 500081",079934 73636,,5.0,28,"F94P+93 Hyderabad, Telangana",,
Ghaatu - The Kitchen Of Flavours,Madhapur,restaurants,https://www.google.com/maps/place/Ghaatu+-+The+Kitchen+Of+Flavours/data=!4m7!3m6!1s0x3bcb91e52fb3184d:0x5cb004103f40a140!8m2!3d17.4478835!4d78.3918951!16s%2Fg%2F11nhw7sz1q!19sChIJTRizL-WRyzsRQKFAPxAEsFw?authuser=0&hl=en&rclk=1,"Ground Floor, Plot no. 95, Ayyappa Society Main Rd, Megha Hills, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",,,4.9,62,"C9XR+5Q Hyderabad, Telangana",· 11:30 pm · Opens 12 pm Wed; Tuesday 12–11:30 pm; Wednesday 12–11:30 pm; Thursday 12–11:30 pm; Friday 12–11:30 pm; Saturday 12–11:30 pm; Sunday 12–11:30 pm; Monday 12–11:30 pm,
Mehfil Restaurant,Madhapur,restaurants,https://www.google.com/maps/place/Mehfil+Restaurant/data=!4m7!3m6!1s0x3bcb93d8d658a957:0x9ed38b50b60e90c4!8m2!3d17.451361!4d78.3816915!16s%2Fg%2F11f_ts8wq9!19sChIJV6lY1tiTyzsRxJAOtlCL054?authuser=0&hl=en&rclk=1,"Jaihind Enclave, Hitech City Main Rd, Opposite Cyber Towers, Silicon Valley, Madhapur, Hyderabad, Telangana 500081",,,3.9,"20,669","F92J+GM Madhapur, Hyderabad, Telangana",Tuesday 10:30 am–1 am; Wednesday 10:30 am–1 am; Thursday 10:30 am–1 am; Friday 10:30 am–1 am; Saturday 10:30 am–1 am; Sunday 10:30 am–1 am; Monday 10:30 am–1 am,
Qissa Mandi,Madhapur,restaurants,https://www.google.com/maps/place/Qissa+Mandi/data=!4m7!3m6!1s0x3bcb918b72f17a83:0x50f8d8dab7b3aaaa!8m2!3d17.4461998!4d78.3924546!16s%2Fg%2F11tc7m0yxl!19sChIJg3rxcouRyzsRqqqzt9rY-FA?authuser=0&hl=en&rclk=1,"1209, Ayyappa Society Main Rd, Ayyappa Society, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",099857 55671,,4.0,521,"C9WR+FX Madhapur, Hyderabad, Telangana",,
Echoes,Madhapur,restaurants,https://www.google.com/maps/place/Echoes/data=!4m7!3m6!1s0x3bcb91eeb366f341:0xc1c750130c15dfb!8m2!3d17.4424087!4d78.3963712!16s%2Fg%2F11p4q04xjj!19sChIJQfNms-6RyzsR-13BMAF1HAw?authuser=0&hl=en&rclk=1,"Ground Floor Vamshiram, GF3, Guttala_Begumpet, Kavuri Hills, Madhapur, Hyderabad, Telangana 500081",085000 03150,,4.6,"2,422","C9RW+XG Hyderabad, Telangana",· 11:30 pm · Opens 12 pm Wed; Tuesday 12–11:30 pm; Wednesday 12–11:30 pm; Thursday 12–11:30 pm; Friday 12–11:30 pm; Saturday 12–11:30 pm; Sunday 12–11:30 pm; Monday 12–11:30 pm,
